dish_id,total_calories,total_mass,ingredients,split,processed_ingredients
dish_1568316041,149.125931,149.0,ingr_0000000515;ingr_0000000517;ingr_0000000189;ingr_0000000050;ingr_0000000161;ingr_0000000312;ingr_0000000291;ingr_0000000124;ingr_0000000126;ingr_0000000201,train,arugula;chard;vinegar;tofu;olive oil;pepper;walnuts;mustard;blueberries
dish_1558459462,58.650002,85.0,ingr_0000000440,train,grapes
dish_1565898544,181.954498,182.0,ingr_0000000133;ingr_0000000471;ingr_0000000540;ingr_0000000094;ingr_0000000520;ingr_0000000367;ingr_0000000122;ingr_0000000523;ingr_0000000332;ingr_0000000012;ingr_0000000448;ingr_0000000023;ingr_0000000036;ingr_0000000291;ingr_0000000161;ingr_0000000203,train,shallots;cherry tomatoes;ginger;onions;lemon juice;lime;garlic;cilantro;salmon;olives;jalapenos;brown rice;spinach (raw);olive oil;chili
dish_1563464670,384.175995,156.0,ingr_0000000495;ingr_0000000264;ingr_0000000031;ingr_0000000243,train,cream cheese;bagels;cucumbers;mozzarella cheese
dish_1558636582,530.551025,410.0,ingr_0000000471;ingr_0000000054;ingr_0000000007;ingr_0000000077,train,cherry tomatoes;apple;cauliflower;almonds
dish_1558723512,15.99,39.0,ingr_0000000045,train,carrot
dish_1558381084,36.57,53.0,ingr_0000000440,train,grapes
dish_1568401018,587.709961,447.0,ingr_0000000027;ingr_0000000028;ingr_0000000029,train,broccoli;chicken;mixed greens
dish_1560443537,237.639999,411.0,ingr_0000000013;ingr_0000000038;ingr_0000000440,train,berries;pineapple;grapes
dish_1566500988,21.33,63.0,ingr_0000000036;ingr_0000000045,train,spinach (raw);carrot
dish_1565379868,560.774963,434.0,ingr_0000000525;ingr_0000000462;ingr_0000000189;ingr_0000000508;ingr_0000000291;ingr_0000000073;ingr_0000000312;ingr_0000000122;ingr_0000000026;ingr_0000000180;ingr_0000000152;ingr_0000000328;ingr_0000000161;ingr_0000000045;ingr_0000000029;ingr_0000000535,train,bok choy;pork;vinegar;soy sauce;radishes;pepper;garlic;white rice;rice noodles;cabbage;sugar;olive oil;carrot;mixed greens;green onions
dish_1565119439,465.412231,189.0,ingr_0000000189;ingr_0000000513;ingr_0000000525;ingr_0000000025;ingr_0000000011;ingr_0000000511;ingr_0000000133;ingr_0000000291;ingr_0000000161;ingr_0000000094,train,vinegar;millet;bok choy;beef;cheese pizza;spinach (cooked);shallots;olive oil;onions
dish_1564775147,327.810303,151.0,ingr_0000000332;ingr_0000000515;ingr_0000000116;ingr_0000000524;ingr_0000000072;ingr_0000000133;ingr_0000000161;ingr_0000000122;ingr_0000000312;ingr_0000000471;ingr_0000000081;ingr_0000000291;ingr_0000000357;ingr_0000000520;ingr_0000000527,train,salmon;arugula;mayonnaise;parsley;kale;shallots;olive oil;garlic;pepper;cherry tomatoes;pickles;lentils;lemon juice;chive
dish_1565640772,241.169998,191.0,ingr_0000000028;ingr_0000000029,train,chicken;mixed greens
dish_1561737271,762.381958,520.0,ingr_0000000039;ingr_0000000015;ingr_0000000038;ingr_0000000027;ingr_0000000128,train,sausage;hash browns;pineapple;broccoli;egg whites
dish_1565640868,395.97998,406.0,ingr_0000000012;ingr_0000000029;ingr_0000000320;ingr_0000000031;ingr_0000000028,train,olives;mixed greens;black beans;cucumbers;chicken
dish_1558114937,13.72,49.0,ingr_0000000029,train,mixed greens
dish_1558379182,323.736023,56.0,ingr_0000000077,train,almonds
dish_1558725226,19.75,79.0,ingr_0000000007,train,cauliflower
dish_1563389413,34.649998,99.0,ingr_0000000027,train,broccoli
dish_1563826306,882.837463,312.0,ingr_0000000122;ingr_0000000367;ingr_0000000291;ingr_0000000257;ingr_0000000161;ingr_0000000514;ingr_0000000010;ingr_0000000392;ingr_0000000007,train,garlic;lime;brownies;olive oil;wheat berry;steak;pepperoni pizza;cauliflower
dish_1567538263,70.70092,56.0,ingr_0000000515;ingr_0000000524;ingr_0000000161;ingr_0000000520;ingr_0000000291;ingr_0000000213;ingr_0000000312;ingr_0000000122;ingr_0000000187,train,arugula;parsley;olive oil;lemon juice;pears;pepper;garlic;chickpeas
dish_1563305653,25.74,117.0,ingr_0000000046,train,mushroom
dish_1559245589,25.562342,52.0,ingr_0000000045;ingr_0000000291;ingr_0000000312;ingr_0000000161,train,carrot;pepper;olive oil
dish_1566330399,265.190887,126.0,ingr_0000000189;ingr_0000000525;ingr_0000000513;ingr_0000000025;ingr_0000000291;ingr_0000000133;ingr_0000000511;ingr_0000000161;ingr_0000000094,train,vinegar;bok choy;millet;beef;shallots;spinach (cooked);olive oil;onions
dish_1561579673,221.304153,360.0,ingr_0000000518;ingr_0000000521;ingr_0000000046;ingr_0000000312;ingr_0000000007;ingr_0000000433;ingr_0000000122;ingr_0000000520;ingr_0000000516;ingr_0000000161;ingr_0000000335;ingr_0000000519;ingr_0000000515;ingr_0000000028;ingr_0000000133;ingr_0000000291;ingr_0000000441;ingr_0000000428;ingr_0000000341;ingr_0000000514,train,thyme;basil;mushroom;pepper;cauliflower;roasted potatoes;garlic;lemon juice;rosemary;olive oil;eggplant;oregano;arugula;chicken;shallots;butter;white wine;cream;wheat berry
dish_1565640365,720.890137,623.0,ingr_0000000514;ingr_0000000161;ingr_0000000518;ingr_0000000291;ingr_0000000033;ingr_0000000122;ingr_0000000471;ingr_0000000244;ingr_0000000392;ingr_0000000148;ingr_0000000036,train,wheat berry;olive oil;thyme;bell peppers;garlic;cherry tomatoes;chicken breast;pepperoni pizza;parmesan cheese;spinach (raw)
dish_1566333324,608.104553,476.0,ingr_0000000011;ingr_0000000511;ingr_0000000312;ingr_0000000161;ingr_0000000094;ingr_0000000007;ingr_0000000006;ingr_0000000122;ingr_0000000525;ingr_0000000028;ingr_0000000025;ingr_0000000133;ingr_0000000032;ingr_0000000033;ingr_0000000016;ingr_0000000189;ingr_0000000036;ingr_0000000448;ingr_0000000513;ingr_0000000194;ingr_0000000291,train,cheese pizza;spinach (cooked);pepper;olive oil;onions;cauliflower;caesar salad;garlic;bok choy;chicken;beef;shallots;tomatoes;bell peppers;brussels sprouts;vinegar;spinach (raw);jalapenos;millet;fried rice
dish_1565378731,154.358154,207.0,ingr_0000000514;ingr_0000000045;ingr_0000000291;ingr_0000000312;ingr_0000000161,train,wheat berry;carrot;pepper;olive oil
dish_1558628956,9.044001,14.0,ingr_0000000003,train,garden salad
dish_1558116090,30.940001,91.0,ingr_0000000037,train,cantaloupe
dish_1559841091,163.423492,166.0,ingr_0000000041;ingr_0000000510;ingr_0000000437;ingr_0000000192,train,blackberries;chicken apple sausage;sweet potato;yam
dish_1568061145,187.053268,196.0,ingr_0000000011;ingr_0000000161;ingr_0000000021;ingr_0000000291,train,cheese pizza;olive oil;squash
dish_1560973936,75.243256,44.0,ingr_0000000291;ingr_0000000312;ingr_0000000058;ingr_0000000515;ingr_0000000082;ingr_0000000126;ingr_0000000129;ingr_0000000161;ingr_0000000367,train,pepper;orange;arugula;pecans;mustard;raisins;olive oil;lime
dish_1567537422,109.319298,203.0,ingr_0000000030;ingr_0000000033;ingr_0000000027;ingr_0000000161;ingr_0000000031;ingr_0000000094;ingr_0000000319;ingr_0000000037;ingr_0000000338;ingr_0000000012;ingr_0000000471,train,lettuce;bell peppers;broccoli;olive oil;cucumbers;onions;feta cheese;cantaloupe;vinaigrette;olives;cherry tomatoes
dish_1561579576,78.00235,267.0,ingr_0000000007;ingr_0000000161;ingr_0000000291;ingr_0000000335,train,cauliflower;olive oil;eggplant
dish_1562007817,444.121399,391.0,ingr_0000000122;ingr_0000000133;ingr_0000000377;ingr_0000000016;ingr_0000000518;ingr_0000000514;ingr_0000000152;ingr_0000000520;ingr_0000000006;ingr_0000000045;ingr_0000000312;ingr_0000000116;ingr_0000000448;ingr_0000000515;ingr_0000000462;ingr_0000000161;ingr_0000000524;ingr_0000000291,train,garlic;shallots;quinoa;brussels sprouts;thyme;wheat berry;cabbage;lemon juice;caesar salad;carrot;pepper;mayonnaise;jalapenos;arugula;pork;olive oil;parsley
dish_1563827482,894.521667,621.0,ingr_0000000006;ingr_0000000122;ingr_0000000027;ingr_0000000485;ingr_0000000367;ingr_0000000161;ingr_0000000010;ingr_0000000021;ingr_0000000514;ingr_0000000291;ingr_0000000007,train,caesar salad;garlic;broccoli;zucchini;lime;olive oil;steak;squash;wheat berry;cauliflower
dish_1562010315,671.106934,477.0,ingr_0000000006;ingr_0000000448;ingr_0000000462;ingr_0000000312;ingr_0000000514;ingr_0000000116;ingr_0000000016;ingr_0000000045;ingr_0000000122;ingr_0000000152;ingr_0000000291;ingr_0000000524;ingr_0000000520;ingr_0000000161,train,caesar salad;jalapenos;pork;pepper;wheat berry;mayonnaise;brussels sprouts;carrot;garlic;cabbage;parsley;lemon juice;olive oil
dish_1566402160,458.716125,697.0,ingr_0000000128;ingr_0000000121;ingr_0000000192;ingr_0000000037;ingr_0000000437;ingr_0000000161,train,egg whites;watermelon;yam;cantaloupe;sweet potato;olive oil
dish_1562946106,578.963989,359.0,ingr_0000000037;ingr_0000000121;ingr_0000000039;ingr_0000000008,train,cantaloupe;watermelon;sausage;scrambled eggs
dish_1562784266,131.804001,76.0,ingr_0000000205;ingr_0000000380,train,corn on the cob;pizza
dish_1565798617,197.705719,311.0,ingr_0000000030;ingr_0000000312;ingr_0000000029;ingr_0000000161;ingr_0000000128;ingr_0000000013;ingr_0000000094;ingr_0000000031;ingr_0000000189;ingr_0000000027;ingr_0000000291;ingr_0000000471;ingr_0000000367,train,lettuce;pepper;mixed greens;olive oil;egg whites;berries;onions;cucumbers;vinegar;broccoli;cherry tomatoes;lime
dish_1564169254,161.75,201.0,ingr_0000000273;ingr_0000000121,train,sandwiches;watermelon
dish_1562874282,427.879974,469.0,ingr_0000000047;ingr_0000000122;ingr_0000000527;ingr_0000000006;ingr_0000000539;ingr_0000000161;ingr_0000000312;ingr_0000000043;ingr_0000000367;ingr_0000000434;ingr_0000000524;ingr_0000000291;ingr_0000000538;ingr_0000000515;ingr_0000000049;ingr_0000000045,train,corn;garlic;chive;caesar salad;nopales;olive oil;pepper;green beans;lime;sour cream;parsley;jicama;arugula;fish;carrot
dish_1560799407,220.901733,122.0,ingr_0000000462;ingr_0000000036;ingr_0000000364;ingr_0000000026;ingr_0000000524;ingr_0000000520;ingr_0000000161;ingr_0000000473;ingr_0000000515;ingr_0000000129;ingr_0000000122;ingr_0000000045;ingr_0000000094;ingr_0000000291;ingr_0000000516;ingr_0000000485,train,pork;spinach (raw);sunflower seeds;white rice;parsley;lemon juice;olive oil;cranberries;arugula;raisins;garlic;carrot;onions;rosemary;zucchini
dish_1558720289,20.0,80.0,ingr_0000000007,train,cauliflower
dish_1558373492,888.22998,325.0,ingr_0000000037;ingr_0000000077;ingr_0000000039;ingr_0000000440,train,cantaloupe;almonds;sausage;grapes
dish_1558630737,22.25,89.0,ingr_0000000007,train,cauliflower
dish_1559581333,415.946747,234.0,ingr_0000000161;ingr_0000000189;ingr_0000000004;ingr_0000000179;ingr_0000000471;ingr_0000000030;ingr_0000000367;ingr_0000000291;ingr_0000000029;ingr_0000000312;ingr_0000000094;ingr_0000000031,train,olive oil;vinegar;bacon;eggs;cherry tomatoes;lettuce;lime;mixed greens;pepper;onions;cucumbers
dish_1563984771,582.809204,388.0,ingr_0000000029;ingr_0000000294;ingr_0000000040;ingr_0000000041;ingr_0000000510;ingr_0000000338;ingr_0000000008,train,mixed greens;granola;raspberries;blackberries;chicken apple sausage;vinaigrette;scrambled eggs
dish_1568405499,562.269348,419.0,ingr_0000000073;ingr_0000000312;ingr_0000000189;ingr_0000000515;ingr_0000000152;ingr_0000000023;ingr_0000000526;ingr_0000000518;ingr_0000000032;ingr_0000000045;ingr_0000000291;ingr_0000000332;ingr_0000000038;ingr_0000000036;ingr_0000000031;ingr_0000000126;ingr_0000000161;ingr_0000000180;ingr_0000000029;ingr_0000000122;ingr_0000000508;ingr_0000000535,train,radishes;pepper;vinegar;arugula;cabbage;brown rice;mustard greens;thyme;tomatoes;carrot;salmon;pineapple;spinach (raw);cucumbers;mustard;olive oil;rice noodles;mixed greens;garlic;soy sauce;green onions
dish_1563216659,190.057999,173.0,ingr_0000000122;ingr_0000000471;ingr_0000000244;ingr_0000000036;ingr_0000000148;ingr_0000000514;ingr_0000000021;ingr_0000000161;ingr_0000000518;ingr_0000000291,train,garlic;cherry tomatoes;chicken breast;spinach (raw);parmesan cheese;wheat berry;squash;olive oil;thyme
dish_1558723568,179.618988,356.0,ingr_0000000037;ingr_0000000205;ingr_0000000045;ingr_0000000007;ingr_0000000054,train,cantaloupe;corn on the cob;carrot;cauliflower;apple
dish_1561661500,374.775665,268.0,ingr_0000000122;ingr_0000000291;ingr_0000000508;ingr_0000000328;ingr_0000000031;ingr_0000000462;ingr_0000000312;ingr_0000000525;ingr_0000000026,train,garlic;soy sauce;sugar;cucumbers;pork;pepper;bok choy;white rice
dish_1558026623,29.880001,83.0,ingr_0000000112,train,honeydew melons
dish_1564170173,79.880005,176.0,ingr_0000000033;ingr_0000000094;ingr_0000000471;ingr_0000000012,train,bell peppers;onions;cherry tomatoes;olives
dish_1560543557,87.869995,191.0,ingr_0000000032;ingr_0000000023;ingr_0000000012;ingr_0000000006,train,tomatoes;brown rice;olives;caesar salad
dish_1558724992,456.699005,79.0,ingr_0000000077,train,almonds
dish_1558373284,389.39801,113.0,ingr_0000000039,train,sausage
dish_1568405273,386.199768,288.0,ingr_0000000032;ingr_0000000332;ingr_0000000189;ingr_0000000031;ingr_0000000072;ingr_0000000126;ingr_0000000518;ingr_0000000312;ingr_0000000291;ingr_0000000023;ingr_0000000148;ingr_0000000036;ingr_0000000515;ingr_0000000526;ingr_0000000140;ingr_0000000161;ingr_0000000122;ingr_0000000306,train,tomatoes;salmon;vinegar;cucumbers;kale;mustard;thyme;pepper;brown rice;parmesan cheese;spinach (raw);arugula;mustard greens;caesar dressing;olive oil;garlic;croutons
dish_1563391375,84.283714,139.0,ingr_0000000523;ingr_0000000291;ingr_0000000094;ingr_0000000520;ingr_0000000161;ingr_0000000448;ingr_0000000021;ingr_0000000377;ingr_0000000049;ingr_0000000515;ingr_0000000122;ingr_0000000312;ingr_0000000541,train,cilantro;onions;lemon juice;olive oil;jalapenos;squash;quinoa;fish;arugula;garlic;pepper;tomatillo
dish_1562008429,94.465088,69.0,ingr_0000000448;ingr_0000000520;ingr_0000000514;ingr_0000000462;ingr_0000000045;ingr_0000000312;ingr_0000000291;ingr_0000000152;ingr_0000000031;ingr_0000000122;ingr_0000000161;ingr_0000000524;ingr_0000000116,train,jalapenos;lemon juice;wheat berry;pork;carrot;pepper;cabbage;cucumbers;garlic;olive oil;parsley;mayonnaise
dish_1562702044,44.034069,177.0,ingr_0000000161;ingr_0000000021;ingr_0000000291;ingr_0000000471;ingr_0000000007,train,olive oil;squash;cherry tomatoes;cauliflower
dish_1561060531,162.078995,177.0,ingr_0000000525;ingr_0000000016;ingr_0000000011;ingr_0000000038,train,bok choy;brussels sprouts;cheese pizza;pineapple
dish_1560453132,142.09024,108.0,ingr_0000000126;ingr_0000000036;ingr_0000000161;ingr_0000000077;ingr_0000000045;ingr_0000000291;ingr_0000000524;ingr_0000000201;ingr_0000000189,train,mustard;spinach (raw);olive oil;almonds;carrot;parsley;blueberries;vinegar
dish_1565637578,197.301407,168.0,ingr_0000000038;ingr_0000000148;ingr_0000000291;ingr_0000000518;ingr_0000000161;ingr_0000000514;ingr_0000000122;ingr_0000000036;ingr_0000000471;ingr_0000000377;ingr_0000000244,train,pineapple;parmesan cheese;thyme;olive oil;wheat berry;garlic;spinach (raw);cherry tomatoes;quinoa;chicken breast
dish_1559149688,281.454987,181.0,ingr_0000000179,train,eggs
dish_1558373639,5.6,20.0,ingr_0000000029,train,mixed greens
dish_1562602832,144.182281,188.0,ingr_0000000002;ingr_0000000545;ingr_0000000543;ingr_0000000502,train,strawberries;greek yogurt;chia seeds;milk
dish_1558026714,129.839996,24.0,ingr_0000000004,train,bacon
dish_1561404956,97.600792,82.0,ingr_0000000535;ingr_0000000026;ingr_0000000189;ingr_0000000540;ingr_0000000148;ingr_0000000508;ingr_0000000306;ingr_0000000028;ingr_0000000036;ingr_0000000043;ingr_0000000072;ingr_0000000140;ingr_0000000161;ingr_0000000291;ingr_0000000122;ingr_0000000027,train,green onions;white rice;vinegar;ginger;parmesan cheese;soy sauce;croutons;chicken;spinach (raw);green beans;kale;caesar dressing;olive oil;garlic;broccoli
dish_1568315040,555.92041,400.0,ingr_0000000042;ingr_0000000448;ingr_0000000036;ingr_0000000023;ingr_0000000540;ingr_0000000203;ingr_0000000122;ingr_0000000511;ingr_0000000094;ingr_0000000291;ingr_0000000367;ingr_0000000520;ingr_0000000377;ingr_0000000523;ingr_0000000189;ingr_0000000332;ingr_0000000025;ingr_0000000513;ingr_0000000525;ingr_0000000046;ingr_0000000133;ingr_0000000032;ingr_0000000161,train,avocado;jalapenos;spinach (raw);brown rice;ginger;chili;garlic;spinach (cooked);onions;lime;lemon juice;quinoa;cilantro;vinegar;salmon;beef;millet;bok choy;mushroom;shallots;tomatoes;olive oil
dish_1565379827,150.530945,235.0,ingr_0000000189;ingr_0000000508;ingr_0000000122;ingr_0000000073;ingr_0000000312;ingr_0000000029;ingr_0000000045;ingr_0000000291;ingr_0000000152;ingr_0000000535;ingr_0000000161;ingr_0000000180,train,vinegar;soy sauce;garlic;radishes;pepper;mixed greens;carrot;cabbage;green onions;olive oil;rice noodles
dish_1564691420,212.347305,226.0,ingr_0000000029;ingr_0000000367;ingr_0000000030;ingr_0000000291;ingr_0000000031;ingr_0000000094;ingr_0000000161;ingr_0000000312;ingr_0000000189;ingr_0000000205;ingr_0000000043;ingr_0000000471,train,mixed greens;lime;lettuce;cucumbers;onions;olive oil;pepper;vinegar;corn on the cob;green beans;cherry tomatoes
dish_1565725095,121.720001,257.0,ingr_0000000471;ingr_0000000012;ingr_0000000045;ingr_0000000033,train,cherry tomatoes;olives;carrot;bell peppers
dish_1558638844,80.079994,154.0,ingr_0000000054,train,apple
dish_1558379273,227.436005,66.0,ingr_0000000039,train,sausage
dish_1564761426,207.569,202.0,ingr_0000000128;ingr_0000000194,train,egg whites;fried rice
dish_1562876645,220.774597,112.0,ingr_0000000312;ingr_0000000028;ingr_0000000021;ingr_0000000036;ingr_0000000520;ingr_0000000521;ingr_0000000516;ingr_0000000122;ingr_0000000161;ingr_0000000485;ingr_0000000291;ingr_0000000524;ingr_0000000514;ingr_0000000518;ingr_0000000011,train,pepper;chicken;squash;spinach (raw);lemon juice;basil;rosemary;garlic;olive oil;zucchini;parsley;wheat berry;thyme;cheese pizza
dish_1563900205,262.261963,301.0,ingr_0000000437;ingr_0000000027;ingr_0000000161;ingr_0000000008;ingr_0000000037,train,sweet potato;broccoli;olive oil;scrambled eggs;cantaloupe
dish_1561580278,23.32,53.0,ingr_0000000006,train,caesar salad
dish_1563824065,15.51,66.0,ingr_0000000485;ingr_0000000027;ingr_0000000021,train,zucchini;broccoli;squash
dish_1566316612,665.237,367.0,ingr_0000000015;ingr_0000000004;ingr_0000000189;ingr_0000000073;ingr_0000000008;ingr_0000000122;ingr_0000000033;ingr_0000000291;ingr_0000000335;ingr_0000000126;ingr_0000000031;ingr_0000000161,train,hash browns;bacon;vinegar;radishes;scrambled eggs;garlic;bell peppers;eggplant;mustard;cucumbers;olive oil
dish_1558373687,306.694,89.0,ingr_0000000039,train,sausage
dish_1562949494,68.545609,149.0,ingr_0000000525;ingr_0000000161;ingr_0000000013,train,bok choy;olive oil;berries
dish_1562945499,454.508362,625.0,ingr_0000000013;ingr_0000000027;ingr_0000000545;ingr_0000000437;ingr_0000000161;ingr_0000000440;ingr_0000000543;ingr_0000000502;ingr_0000000128,train,berries;broccoli;greek yogurt;sweet potato;olive oil;grapes;chia seeds;milk;egg whites
dish_1564429843,395.729828,474.0,ingr_0000000312;ingr_0000000122;ingr_0000000520;ingr_0000000524;ingr_0000000152;ingr_0000000515;ingr_0000000007;ingr_0000000377;ingr_0000000133;ingr_0000000045;ingr_0000000161;ingr_0000000518;ingr_0000000116;ingr_0000000448;ingr_0000000514;ingr_0000000462;ingr_0000000021;ingr_0000000291,train,pepper;garlic;lemon juice;parsley;cabbage;arugula;cauliflower;quinoa;shallots;carrot;olive oil;thyme;mayonnaise;jalapenos;wheat berry;pork;squash
dish_1565728634,436.406616,418.0,ingr_0000000525;ingr_0000000513;ingr_0000000028;ingr_0000000025;ingr_0000000189;ingr_0000000514;ingr_0000000433;ingr_0000000520;ingr_0000000291;ingr_0000000011;ingr_0000000122;ingr_0000000038;ingr_0000000036;ingr_0000000021;ingr_0000000161;ingr_0000000518;ingr_0000000094;ingr_0000000524;ingr_0000000027;ingr_0000000133;ingr_0000000511,train,bok choy;millet;chicken;beef;vinegar;wheat berry;roasted potatoes;lemon juice;cheese pizza;garlic;pineapple;spinach (raw);squash;olive oil;thyme;onions;parsley;broccoli;shallots;spinach (cooked)
dish_1564685144,26.1625,50.0,ingr_0000000043;ingr_0000000161,train,green beans;olive oil
dish_1565203094,898.019653,485.0,ingr_0000000516;ingr_0000000524;ingr_0000000122;ingr_0000000028;ingr_0000000380;ingr_0000000291;ingr_0000000527;ingr_0000000520;ingr_0000000517;ingr_0000000521;ingr_0000000161;ingr_0000000023,train,rosemary;parsley;garlic;chicken;pizza;chive;lemon juice;chard;basil;olive oil;brown rice
dish_1560368162,41.639214,178.0,ingr_0000000161;ingr_0000000471;ingr_0000000046;ingr_0000000291;ingr_0000000335,train,olive oil;cherry tomatoes;mushroom;eggplant
dish_1559233055,25.194,39.0,ingr_0000000003,train,garden salad
dish_1562704528,148.903992,56.0,ingr_0000000011,train,cheese pizza
dish_1565884692,212.159988,408.0,ingr_0000000128,train,egg whites
dish_1565031283,252.680466,116.0,ingr_0000000072;ingr_0000000094;ingr_0000000161;ingr_0000000535;ingr_0000000027;ingr_0000000122;ingr_0000000203;ingr_0000000025;ingr_0000000026;ingr_0000000508;ingr_0000000291;ingr_0000000498;ingr_0000000189,train,kale;onions;olive oil;green onions;broccoli;garlic;chili;beef;white rice;soy sauce;orange juice;vinegar
dish_1558640593,60.32,116.0,ingr_0000000054,train,apple
dish_1562687554,409.334595,281.0,ingr_0000000013;ingr_0000000291;ingr_0000000126;ingr_0000000031;ingr_0000000161;ingr_0000000337;ingr_0000000510;ingr_0000000189;ingr_0000000112;ingr_0000000073;ingr_0000000122;ingr_0000000033,train,berries;mustard;cucumbers;olive oil;waffles;chicken apple sausage;vinegar;honeydew melons;radishes;garlic;bell peppers
dish_1561145732,19.698,67.0,ingr_0000000537,train,orange with peel
dish_1560539314,165.738342,158.0,ingr_0000000049;ingr_0000000377;ingr_0000000541;ingr_0000000448;ingr_0000000515;ingr_0000000520;ingr_0000000094;ingr_0000000291;ingr_0000000523;ingr_0000000161;ingr_0000000122;ingr_0000000312,train,fish;quinoa;tomatillo;jalapenos;arugula;lemon juice;onions;cilantro;olive oil;garlic;pepper
dish_1558639221,24.5,98.0,ingr_0000000007,train,cauliflower
dish_1559172356,313.103912,176.0,ingr_0000000291;ingr_0000000023;ingr_0000000515;ingr_0000000312;ingr_0000000332;ingr_0000000518;ingr_0000000161,train,brown rice;arugula;pepper;salmon;thyme;olive oil
dish_1562959344,5.54,44.0,ingr_0000000073;ingr_0000000031,train,radishes;cucumbers
dish_1563811639,217.139999,198.0,ingr_0000000002;ingr_0000000008,train,strawberries;scrambled eggs
dish_1562860723,87.909996,160.0,ingr_0000000013;ingr_0000000038,train,berries;pineapple
dish_1559232986,189.349991,35.0,ingr_0000000004,train,bacon
dish_1561737176,403.182007,117.0,ingr_0000000039,train,sausage
dish_1567537280,733.018555,404.0,ingr_0000000203;ingr_0000000094;ingr_0000000072;ingr_0000000498;ingr_0000000508;ingr_0000000535;ingr_0000000045;ingr_0000000312;ingr_0000000026;ingr_0000000189;ingr_0000000161;ingr_0000000011;ingr_0000000291;ingr_0000000122;ingr_0000000027;ingr_0000000025,train,chili;onions;kale;orange juice;soy sauce;green onions;carrot;pepper;white rice;vinegar;olive oil;cheese pizza;garlic;broccoli;beef
dish_1561578188,57.990978,201.0,ingr_0000000007;ingr_0000000335;ingr_0000000291;ingr_0000000161,train,cauliflower;eggplant;olive oil
dish_1562180089,851.298767,437.0,ingr_0000000221;ingr_0000000161;ingr_0000000200;ingr_0000000318;ingr_0000000028;ingr_0000000004;ingr_0000000122;ingr_0000000021;ingr_0000000291;ingr_0000000520;ingr_0000000518;ingr_0000000524,train,vegetable oil;olive oil;buttermilk;flour;chicken;bacon;garlic;squash;lemon juice;thyme;parsley
dish_1567022251,111.910004,254.0,ingr_0000000094;ingr_0000000471;ingr_0000000012;ingr_0000000045;ingr_0000000033,train,onions;cherry tomatoes;olives;carrot;bell peppers
dish_1566933401,27.052683,79.0,ingr_0000000525;ingr_0000000161,train,bok choy;olive oil
dish_1560357832,181.351425,82.0,ingr_0000000126;ingr_0000000337;ingr_0000000189;ingr_0000000031;ingr_0000000036;ingr_0000000526;ingr_0000000161;ingr_0000000291;ingr_0000000122;ingr_0000000032,train,mustard;waffles;vinegar;cucumbers;spinach (raw);mustard greens;olive oil;garlic;tomatoes
dish_1562875870,256.946411,233.0,ingr_0000000049;ingr_0000000515;ingr_0000000538;ingr_0000000539;ingr_0000000291;ingr_0000000367;ingr_0000000045;ingr_0000000472;ingr_0000000047;ingr_0000000312;ingr_0000000161;ingr_0000000434;ingr_0000000527;ingr_0000000524;ingr_0000000122,train,fish;arugula;jicama;nopales;lime;carrot;couscous;corn;pepper;olive oil;sour cream;chive;parsley;garlic
dish_1563302345,265.855438,215.0,ingr_0000000514;ingr_0000000524;ingr_0000000036;ingr_0000000046;ingr_0000000028;ingr_0000000133;ingr_0000000122;ingr_0000000291;ingr_0000000161;ingr_0000000518;ingr_0000000520,train,wheat berry;parsley;spinach (raw);mushroom;chicken;shallots;garlic;olive oil;thyme;lemon juice
dish_1566923060,515.820007,248.0,ingr_0000000004;ingr_0000000008;ingr_0000000038;ingr_0000000015,train,bacon;scrambled eggs;pineapple;hash browns
dish_1558462036,2.99,13.0,ingr_0000000036,train,spinach (raw)
dish_1558637247,117.770996,111.0,ingr_0000000205,train,corn on the cob
dish_1560543625,560.300903,554.0,ingr_0000000028;ingr_0000000540;ingr_0000000541;ingr_0000000023;ingr_0000000036;ingr_0000000433;ingr_0000000161;ingr_0000000094;ingr_0000000189;ingr_0000000027;ingr_0000000535;ingr_0000000043;ingr_0000000012;ingr_0000000006;ingr_0000000515;ingr_0000000312;ingr_0000000377;ingr_0000000049;ingr_0000000122;ingr_0000000448;ingr_0000000508;ingr_0000000032;ingr_0000000520;ingr_0000000026;ingr_0000000291;ingr_0000000523,train,chicken;ginger;tomatillo;brown rice;spinach (raw);roasted potatoes;olive oil;onions;vinegar;broccoli;green onions;green beans;olives;caesar salad;arugula;pepper;quinoa;fish;garlic;jalapenos;soy sauce;tomatoes;lemon juice;white rice;cilantro
dish_1558379639,385.952026,112.0,ingr_0000000039,train,sausage
dish_1559932674,58.279999,124.0,ingr_0000000058,train,orange
dish_1559245801,60.989998,107.0,ingr_0000000013,train,berries
dish_1562873814,106.580215,134.0,ingr_0000000471;ingr_0000000291;ingr_0000000312;ingr_0000000043;ingr_0000000189;ingr_0000000031;ingr_0000000094;ingr_0000000161;ingr_0000000029;ingr_0000000367;ingr_0000000030,train,cherry tomatoes;pepper;green beans;vinegar;cucumbers;onions;olive oil;mixed greens;lime;lettuce
dish_1566931620,494.579987,461.0,ingr_0000000042;ingr_0000000012;ingr_0000000029;ingr_0000000028;ingr_0000000027,train,avocado;olives;mixed greens;chicken;broccoli
